Trait tested,ID,Tau,Study Title,Citation,CENT_LAT,CENT_LONG,ABUNDANCE_TYPE,BIOMASS_TYPE
Marine:  Body Length,213,-0.05898975859398198,Northeast Fisheries Science Center Bottom Trawl Survey Data (OBIS-USA),"""Northeast Fisheries Science Center Bottom Trawl Survey Data (OBIS-USA)."" (2005) NOAA’s National Marine Fisheries Service (NMFS) Northeast Fisheries Science Center. Woods Hole, Massachusetts, USA. Available at: http://www.iobis.org/mapper/?dataset=1435, accessed 2013.",36.625131,-72.635974,Count,Weight
Marine:  Body Length,500,-0.05511456576382876,Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea from 2001 on,"Institute of Agricultural and Fisheries research (ILVO), Belgium (2016) Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea from 2001 on. Available at: http://dx.doi.org/10.14284/202, accessed 2016.",51.494523,2.812248,Density,NA
Marine:  Body Length,180,-0.0549973255954274,ECNASAP - East Coast North America Strategic Assessment (OBIS Canada),"""East Coast North America Strategic Assessment Project, Groundfish Atlas for the East Coast of North America"". Available at: http://www.iobis.org, accessed 2012.",37.770564,-50.792666,Count,NA
Marine:  Body Length,438,-0.05166371143285436,Aceh WCS fish surveys,"Hoey, A. “Aceh WCS fish surveys”. Accessed 2016.",5.764892,95.219244,Density,Weight
Marine:  Body Length,290,-0.04846542968437054,CSIRO Marine Data Warehouse (OBIS Australia),"""CSIRO Marine Data Warehouse - OBIS Australia"", CSIRO Division of Marine and Atmospheric Research (CMAR), Australia. Available at http://www.iobis.org, accessed 2012.",-25.812976,135.277583,Count,Weight
Marine:  Body Length,271,-0.03387089774622062,Santa Barbara Coastal LTER,"Reed, D. C. (2014a) “SBC LTER: Reef: Kelp forest community dynamics: Abundance and size of giant kelp (Macrocystis pyrifera), ongoing since 2000”. Santa Barbara Coastal LTER. Available at: http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.18, accessed 2016. doi:10.6073/pasta/d90872297e30026b263a119d4f5bca9f",34.305653,-119.874919,Count,NA
Marine:  Body Length,436,-0.019520906892422,Karimunjawa WCS fish survey,"Hoey, A. “Karimunjawa WCS fish data”. Accessed 2016.",-5.819316,110.362535,Density,Weight
Marine:  Body Length,125,-0.01611081888399957,MARMAP Chevron Trap Survey 1990-2009 (OBIS-USA),"Reichert, M. (2009) ""MARMAP Chevron Trap Survey 1990-2009"". SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate Data Surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources U.S.A.. Available at: http://www.usgs.gov/obis-usa/data_search_and_access/participants.html, accessed 2012.",31.441647,-78.848859,Count,Weight
Marine:  Body Length,296,-0.0129107177533278,Systematic global assessment of reef fish communities by the Reef Life Survey program,"Edgar, G. J. & Stuart-Smith, R. D. (2014) Systematic global assessment of reef fish communities by the Reef Life Survey program. Nature Scientific Data 1, 140007. doi:10.1038/sdata.2014.7.",-33.051303,139.183766,Count,NA
Marine:  Body Length,148,-0.00485957697292371,South Western Pacific Regional OBIS Data provider for the NIWA Marine Biodata Information System (South Western Pacific OBIS),"""South Western Pacific Regional OBIS Data provider for the NIWA Marine Biodata Information System"". Ocean Biogeographic Information System. Occurrence Dataset. Available at: https://doi.org/10.15468/zuuiyu, accessed 2012.",-42.407,172.26,NA,Weight
Marine:  Body Length,374,-0.00386263833595639,Monitoring site 1000 Shorebird Survey,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2013) “Monitoring site 1000 Shorebird Survey” (ShorebirdsDatapackage2012.zip, downloaded from http://www.biodic.go.jp/moni1000/ findings/data/index.html). Accessed 2016.",35.961249,136.046062,Count,NA
Marine:  Body Length,121,-3.2350799128796453e-4,CRED Rapid Ecological Assessments of Fish Belt Transect Surveys and Fish Stationary Point Count Surveys in the Pacific Ocean 2000-2010 (OBIS-USA),"""CRED Towed-Diver Fish Biomass Surveys in the Pacific Ocean 2000-2010"". (2011) Coral Reef Ecosystem Division (CRED), Pacific Island Fisheries Sciences Center, National Marine Fisheries Service. Available at: http://www.iobis.org/mapper/?dataset=1581, accessed 2012.",10.778,-169.454,Count,NA
Marine:  Body Length,163,0.00130806806009956,North Pacific Groundfish Observer (North Pacific Research Board),"""The Observer Program database"", accessed through the OBIS-USA North Pacific Groundfish Observer (North Pacific Research Board). Available at: http://www.iobis.org, accessed 2012.",56.5,-168.15,Count,Weight
Marine:  Body Length,246,0.0031483865332753,Long-term monitoring dataset of fish assemblages impinged at nuclear power plants in northern Taiwan,"Chen, H., Liao, Y.-C., Chen, C.-Y., Tsai, J.-I., Chen, L.-S. & Shao, K.-T. (2015) Long-term monitoring dataset of fish assemblages impinged at nuclear power plants in northern Taiwan. Scientific data, 2, 150071.",25.244306,121.624306,Count,NA
Marine:  Body Length,176,0.00554785554415505,Atlantic Zone Monitoring Program Maritimes Region (AZMP) plankton datasets. In Fisheries and Oceans Canada - BioChem archive (OBIS Canada),"Kennedy, M. & Spry, J. (2011) Atlantic Zone Monitoring Program Maritimes Region plankton datasets. Fisheries and Oceans Canada-BioChem archive. OBIS Canada, Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada.",45.073359,-60.564453,Count,Weight
Marine:  Body Length,505,0.00738942434351918,"Fish and marine invertebrates from the Israeli Eastern Mediterranean sea  1990-4, 2000, 2008-2012","Edelist, D., Rilov, G., Golani, D., Carlton, J.T. & Spanier, E. (2013) Restructuring the Sea: profound shifts in the world's most invaded marine ecosystem. Diversity and Distributions, 19, 69–77.",32.13292,34.668008,Count,NA
Marine:  Body Length,501,0.01845202722330113,Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea,"Institute of Agricultural and Fisheries research (ILVO), Belgium (2015) Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea. Available at: http://dx.doi.org/10.14284/54, accessed 2016.",51.529738,2.729548,Count,NA
Marine:  Body Length,437,0.01889059084178949,Aceh WCS fish survey 2010 to 2016,"Hoey, A. “Aceh WCS fish 2010-16”. Accessed 2016.",5.753012,95.279879,Density,Weight
Marine:  Body Length,182,0.03315392477819733,Snow crab research trawl survey database (Southern Gulf of St. Lawrence. Gulf region. Canada) from 1988 to 2010 (OBIS Canada),"Wade, E. (2011) Snow crab research trawl survey database (Southern Gulf of St. Lawrence, Gulf region, Canada) from 1988 to 2010. OBIS Canada, Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada,",47.480915,-62.76169,Count,NA
Marine:  Body Length,99,0.03794603048733934,CSIRO Marine Data Warehouse (OBIS Australia),"""CSIRO Marine Data Warehouse - OBIS Australia"", CSIRO Division of Marine and Atmospheric Research (CMAR), Australia. Available at http://www.iobis.org, accessed 2012.",-25.597857,134.025057,NA,Weight
Marine:  Body Length,371,0.04624972900628803,Monitoring site 1000 coastal zone research - Algae survey transects,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Coastal zone research - Algae survey” (MOB02.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index_file_algalbeds.html). Accessed 2016.",36.7054,137.264584,NA,Cover
Marine:  Body Length,211,0.05677973986797517,MARMAP Fly Net 1990-2009,"Reichert, M. (2010) “MARMAP Fly Net 1990-2009”. SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate Data Surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources USA. Available at: http://www.usgs.gov/obis-usa/, accessed 2013.",32.900962,-78.685508,Count,Weight
Marine:  Body Length,189,0.06021819526707448,St. John. USVI Fish Assessment and Monitoring Data (2002 - Present) (NOAA-CCMA),"""St. John, USVI Fish Assessment and Monitoring Data (2002 - Present)"", (2007) Silver Spring, MD Publisher: NOAAs Ocean Service, National Centers for Coastal Ocean Science (NCCOS). National Oceanic and Atmospheric Association (NOAA)-National Ocean Service (NOS)-National Centers for Coastal Ocean Science (NCCOS)-Center for Coastal Monitoring and Assessment (CCMA)-Biogeography Team. Available at: http://www.iobis.org/mapper/?dataset=1672, accessed 2012.",18.308752,-64.748777,Count,NA
Marine:  Body Length,112,0.06059329907292628,NOAA Southeast Fishery Science Center (SEFSC) Commercial Pelagic Observer Program (POP) Data (SEFSC_POP),"""South Western Pacific Regional OBIS Data Asteroid Subset"", NIWA (National Institute of Water and Atmospheric Research - New Zealand) MBIS (Marine Biodata Information System) accessed through South Western Pacific OBIS. Available at: http://www.iobis.org/mapper/?dataset=219, accessed 2012.",24.981493,-51.374069,Count,NA
Marine:  Body Length,204,0.06331021161725431,MACROBEL Long term trends in the macrobenthos of the Belgian Continental Shelf,"Degraer, S., Wittoeck, J., Appeltans, W., Cooreman, K., Deprez, T., Hillewaert, H., Hostens, K., Mees, J., Vanden Berghe, E. & Vincx, M. (2006) “Macrobel: Long term trends in the macrobenthos of the Belgian Continental Shelf.” Oostende, Belgium. Available at: http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=145, accessed 2013.",51.439215,2.682711,Count,NA
Marine:  Body Length,499,0.06498025154093134,Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea between 1979 and 1999,"Institute of Agricultural and Fisheries research (ILVO), Belgium (2016) Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea between 1979 and 1999. Available at: http://dx.doi.org/10.14284/201, accessed 2016.",51.484534,2.895343,Density,NA
Marine:  Body Length,451,0.08839913921757278,Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,"Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49.",64,-178,NA,Weight
Marine:  Body Length,359,0.08983031690906101,SBC LTER Reef Kelp Forest Community Dynamics Fish abundance,"Reed, D. C. (2014) “SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance”. Santa Barbara Coastal LTER. Available at: doi:10.6073/pasta/e37ed29111b2fddffc08355252b8b8c7, accessed 2016.",34.308906,-119.874156,Count,NA
Marine:  Body Length,45,0.11781158869544328,MCR LTER Coral Reef Long-term Population and Community Dynamics Fishes,"Brooks, A.J. ""MCR LTER: Coral Reef: Long-term Population and Community Dynamics: Fishes"". Moorea Coral Reef.  Available at: http://mcr.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-mcr.6, accessed 2012.",-17.5,-149,Count,Size
Marine:  Body Length,45,0.11781158869544328,MCR LTER Coral Reef Long-term Population and Community Dynamics Fishes,"Brooks, A.J. (2016) Moorea Coral Reef LTER: Coral Reef: Long-term Population and Community Dynamics: Fishes.  Available at: knb-lter-mcr.6.54 doi:10.6073/pasta/d688610e536f54885a3c59d287f6c4c3, accessed 2016.",-17.5,-149,Count,Size
Marine:  Body Length,143,0.1383399209486166,COPEPODA-ESPOBIS Data Base IMO-UdeC,"Escribano, R., Manríquez, K. & Godoy, F. (2006) ""Copepoda-COPAS Center (COPAS_CPD1) - Planktonic copepods from the Chilean Humboldt Current System - Eastern South Pacific Regional Node of OBIS (ESPOBIS)"". Available at: http://www.iobis.org, accessed 2012.",-28.493581,-71.860312,Count,NA
Marine:  Body Length,143,0.1383399209486166,COPEPODA-ESPOBIS Data Base IMO-UdeC,"Hidalgo, P., Escribano, R., Vergara, O., Jorquera, E., Donoso, K. & Mendoza, P. (2010) Patterns of copepod diversity in the Chilean coastal upwelling system. Deep Sea Research Part II: Topical Studies in Oceanography, 57, 2089–2097.",-28.493581,-71.860312,Count,NA
Marine:  Body Length,412,0.15064437240491052,Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000),"Hsieh, C.-H. “Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000)”. Ecoinformatics Lab, Institute of Oceanography National Taiwan University. Accessed 2016.",25.041666,121.941667,Density,NA
Marine:  Body Length,430,0.17880090480744168,The New Zealand Freshwater Fish Database - Electric fishing - Backpack,"NIWA “The New Zealand Freshwater Fish Database”. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016.",-40.942837,172.499296,Count,NA
Marine:  Body Length,511,0.19118033908984244,Demersal fish hauls from Guanabara Bay Brazil 2005-2015,"Souza, G.B.G. & Vianna, M. ""Demersal fish hauls from Guanabara Bay, Brazil 2005-2015"". Accessed 2017.",-22.821245,-43.149249,Count,Weight
Marine:  Body Length,452,0.23636363636363636,Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,"Khoruzhiy, A. A. & Naydenko, S. V. (2014) Species structure and year-to-year dynamics of nekton biomass in the upper epipelagic layer of the Pacific waters at Kuril Islands in summer periods of the 2000s. Izv. TINRO, 176, 16–36.",47,160,NA,Weight
Marine:  Body Length,365,0.24025227340350216,Hahei marine dataset (1997-2002),"Willis, T. “Hahei marine dataset (1997-2002), New Zealand fish”. Institute of Marine Sciences, University of Portsmouth. Accessed 2016.",-37.256487,176.325134,Count,NA
Marine:  Body Length,349,0.2667567710046875,St. M polychaete species time-series,"Laguionie-Marchais, C., Billett, D. S. M., Paterson, G. L. D., Ruhl, H. A., Soto, E. H., Smith, J. L. & Thatje, S. (2013) Inter-annual dynamics of abyssal polychaete communities in the North East Pacific and North East Atlantic-A family-level study. Deep-Sea Research Part I: Oceanographic Research Papers, 75, 175–186.",34.91799,-123.025626,Count,Weight
Marine:  Body Length,349,0.2667567710046875,St. M polychaete species time-series,"Laguionie-Marchais, C., Paterson, G. L. J., Bett, B. J., Smith, K. L. & Ruhl, H. A. (2016) Inter-annual species-level variations in an abyssal polychaete assemblage (Sta. M, NE Pacific, 4000 m). Progress in Oceanography, 140, 43–53.",34.91799,-123.025626,Count,Weight
Marine:  Body Length,450,0.3263157894736843,Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,"Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49.",60.233333,168.35,NA,Weight
Plants: Maximum Height,398,-0.6910233190806425,Polom,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.789846,15.752199,Count,Weight
Plants: Maximum Height,394,-0.5512459105263765,Zakova hora,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.65469,15.990502,Count,Weight
Plants: Maximum Height,392,-0.4638168285219588,Stozec,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",48.879723,13.835815,Count,Weight
Plants: Maximum Height,384,-0.43082021842766455,Cahnov-Soutok,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",48.655242,16.94116,Count,Weight
Plants: Maximum Height,235,-0.34545454545454546,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2003) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1982, pre-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=36, accessed 2012.",43.953055,-71.735314,Count,Weight
Plants: Maximum Height,235,-0.34545454545454546,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2013) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1990, 7 years post-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=37, accessed 2016.",43.953055,-71.735314,Count,Weight
Plants: Maximum Height,235,-0.34545454545454546,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2013b) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1994, 10 years post-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=38, accessed 2016.",43.953055,-71.735314,Count,Weight
Plants: Maximum Height,235,-0.34545454545454546,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2013c) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1999, 15 years post-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=39, accessed 2016.",43.953055,-71.735314,Count,Weight
Plants: Maximum Height,18,-0.30771088758470067,Mapped quadrats in sagebrush steppe long-term data for analyzing demographic rates and plant to plant interactions,"Zachmann, L., Moffet, C. & Adler, P. (2010) Mapped quadrats in sagebrush steppe: long-term data for analyzing demographic rates and plant–plant interactions. Ecology, 91, 3427.",44.33,-112.33,Count,NA
Plants: Maximum Height,481,-0.293902598732179,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",73.154112,-79.944419,NA,Cover
Plants: Maximum Height,481,-0.293902598732179,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",73.154112,-79.944419,NA,Cover
Plants: Maximum Height,481,-0.293902598732179,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",73.154112,-79.944419,NA,Cover
Plants: Maximum Height,481,-0.293902598732179,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",73.154112,-79.944419,NA,Cover
Plants: Maximum Height,389,-0.2458506165013764,Ranspurk,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",48.678817,16.948159,Count,Weight
Plants: Maximum Height,224,-0.18678979297311424,Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey,"Cavender-Bares, J. & Reich, P.B. (2012) Shocks to the system: community assembly of the oak savanna in a 40?year fire frequency experiment. Ecology, 93",45.4,-93.2,Count,NA
Plants: Maximum Height,224,-0.18678979297311424,Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey,"Reich, P., Wedin, D., Hobbie, S. & Davis, M. “Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey”. Cedar Creek Ecosystem Science Reserve. Available at: http://www.cedarcreek.umn.edu/research/data/experiment?e133, accessed 2012.",45.4,-93.2,Count,NA
Plants: Maximum Height,502,-0.11111111111111112,"Long-term tree demography in old-growth forests of Huron Mts, MI from permanent-plot censuses, 1962-2009","Woods, K. D. (2014) Multi-decade biomass dynamics in an old-growth hemlock-northern hardwood forest, Michigan, USA. PeerJ, 2, e598.",46.92,-88.026,Count,Size
Plants: Maximum Height,355,-0.07291106321593205,Plant Species Composition on Selected Watersheds at Konza Prairie,"Hartnett, D.C. & Collins, S.L. (2016) PVC02 Plant Species Composition on Selected Watersheds at Konza Prairie. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7b6df00de4d0fcecfd344c02de9f9c62, accessed 2017.",39.083333,-96.58333,NA,Cover
Plants: Maximum Height,396,-0.04025185892015344,Doutnac,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.955324,14.153373,Count,Weight
Plants: Maximum Height,486,-0.00959456104172339,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",46.4758,9.5842,NA,Cover
Plants: Maximum Height,486,-0.00959456104172339,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",46.4758,9.5842,NA,Cover
Plants: Maximum Height,486,-0.00959456104172339,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",46.4758,9.5842,NA,Cover
Plants: Maximum Height,486,-0.00959456104172339,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",46.4758,9.5842,NA,Cover
Plants: Maximum Height,241,-0.00638530603857777,Sherman Forest Dynamics Plot Panama,"Condit, R. “Sherman Forest Dynamics Plot, Panama.” The Center for Tropical Forest Science. Smithsonian Tropical Research Institute.  Available at: http://www.ctfs.si.edu/site/Sherman/, accessed 2013.",9.3636,-79.9547,Count,NA
Plants: Maximum Height,241,-0.00638530603857777,Sherman Forest Dynamics Plot Panama,"Condit, R., Pérez, R., Aguilar, S., Lao, S., Robin, F. & Hubbell, S. (2018) Tree species abundance through time in tropical forest census plots, Panama. DataONE Dash, Dataset, , Available at: https://doi.org/10.15146/R3MM4V",9.3636,-79.9547,Count,NA
Plants: Maximum Height,242,0,Lac Croche understory vegetation data set (1998 to 2006),"Paquette, A., Laliberté, E., Bouchard, A., Blois, S. de, Legendre, P. & Brisson, J. (2007) Lac Croche understory vegetation data set (1998–2006). Ecology, 88, 3209. doi:10.1890/07-0513.1",45.993278,-74.001571,Count,NA
Plants: Maximum Height,334,0,Above ground plant biomass in a mesic acidic tussock tundra experimental site from 1982 to 20000 Toolik lake Alaska,"Mack, M. C., Schuur, E. A. G., Bret-Harte, M. S., Shaver, G. R. & Chapin, F. S. (2004) Ecosystem carbon storage in arctic tundra reduced by long-term nutrient fertilization. Nature, 431, 440–443.",68.629636,-149.575656,NA,Weight
Plants: Maximum Height,334,0,Above ground plant biomass in a mesic acidic tussock tundra experimental site from 1982 to 20000 Toolik lake Alaska,"Shaver, G. (2015) “Above ground plant biomass a moist acidic tussock tundra experimental site, 1984, Artic LTER, Toolik Lake, Alaska”. Available at: http://dx.doi.org/10.6073/pasta/08a91cb2697f7cdc82d654e82b53c5c5, accessed 2016.",68.629636,-149.575656,NA,Weight
Plants: Maximum Height,334,0,Above ground plant biomass in a mesic acidic tussock tundra experimental site from 1982 to 20000 Toolik lake Alaska,"Shaver, G. R. & Chapin, F. S. (1991) Production: biomass relationships and element cycling in contrasting arctic vegetation types. Ecological Monographs, 61(1), 1–31.",68.629636,-149.575656,NA,Weight
Plants: Maximum Height,492,0,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",68.6295,-149.578,NA,Cover
Plants: Maximum Height,492,0,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",68.6295,-149.578,NA,Cover
Plants: Maximum Height,492,0,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",68.6295,-149.578,NA,Cover
Plants: Maximum Height,492,0,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",68.6295,-149.578,NA,Cover
Plants: Maximum Height,495,0.02658174076096333,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",62.183333,1.334931,NA,Cover
Plants: Maximum Height,495,0.02658174076096333,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",62.183333,1.334931,NA,Cover
Plants: Maximum Height,495,0.02658174076096333,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",62.183333,1.334931,NA,Cover
