STUDY_ID,REALM,CLIMATE,GENERAL_TREAT,TREATMENT,TREAT_COMMENTS,TREAT_DATE,HABITAT,PROTECTED_AREA,BIOME_MAP,TAXA,ORGANISMS,TITLE,AB_BIO,HAS_PLOT,DATA_POINTS,START_YEAR,END_YEAR,CENT_LAT,CENT_LONG,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,NUMBER_LAT_LONG,TOTAL,GRAIN_SIZE_TEXT,GRAIN_SQ_KM,AREA_SQ_KM,CONTACT_1,CONTACT_2,CONT_1_MAIL,CONT_2_MAIL,LICENSE,WEB_LINK,DATA_SOURCE,METHODS,SUMMARY_METHODS,LINK_ID,COMMENTS,DATE_STUDY_ADDED,ABUNDANCE_TYPE,BIOMASS_TYPE,SAMPLE_DESC_NAME
453,Freshwater,Polar/Temperate,,,,,Lake with silty clay bottom in the deep part with sand and pebbles in the coastal in tundra zone,FALSE,Small lake ecosystems,Freshwater invertebrates,zooplankton,Population dynamics of some species founded in all periods of study in the lake Bolshoi Kharbei in late July - early August (thous.individuals/m3),A,N,3,1969,2010,67.33,62.53,15,3,1,42,,0,0.0000104,Roberto Cazzolla Gatti,,robertocgatti@gmail.com,,CC-by,http://elib.sfu-kras.ru/handle/2311/16633,http://elib.sfu-kras.ru/handle/2311/16633,"The samples of zooplankton and zoobenthos have been collected in the following periods: July 31 - August 3 1998 3-5 August 1999 July 29 - August 3 2009 26-28 July 2010 and July 29 - August 7 2012 as well as historical data relating to the end of July beginning of August 1965 1968 and 1969 and published data (Baranowska 1976 1978; Kutikova 1978; Popov 1976).. Zooplankton samples were taken with quantitative Juday net plankton sampler Rutnera or 10-liter bucket straining volumes of water (50 liters) through Apshteyna net. All nets used kapron sieve with a mesh size of 80 microns. Samples were fixed with 4% formalin. Laboratory processing of plankton samples were performed by standard methods (Guidelines ... 1984). Names of taxa are given in accordance with the work (determinant zooplankton ... 2010). For comparison of quantitative indicators of zooplankton used archival materials only of 1968 1969 years because in 1965 for the selection of zooplankton samples used kapron sieve with a larger mesh size (Baranowska 1976). Original text: ?????????? ??? ?????? ????????? ????? ???????????? ? ?????????? ????????? 31 ???? ? 3 ??????? 1998 ?. 3?5 ??????? 1999 ?. 29 ???? ? 3 ??????? 2009 ?. 26?28 ???? 2010 ?. ? 29 ???? ? 7 ??????? 2012 ?. ? ????? ???????? ?????? (??????? ??????? ????) ??????????? ? ????? ??????????? ??????? 1965 1968 ? 1969 ??. ? ?????????????? ?????? (??????????? 1976 1978; ???????? 1978; ?????? 1976). ????? ???????????? ???????? ?????????????? ????? ????? ????????????????? ???????? ??? 10-???????? ?????? ?????????? ?????? ???? (50 ?) ????? ???? ????????. ?? ???? ????? ?????????????? ?????????? ???? ? ???????? ???? 80 ???. ????? ??????????? 4%-??? ??????????. ??????????? ????????? ??????????? ???? ????????? ???????????? ???????? (???????????? ????????????? 1984). ???????? ???????? ????????? ? ???????????? ? ????????? ? ?????? (???????????? ????????????? 2010). ??? ????????? ?????????????? ??????????? ???????????? ???????????? ???????? ????????? ?????? 1968 1969 ??. ??? ??? ? 1965 ?. ??? ?????? ???? ???????????? ????????? ?????????? ???? ? ??????? ???????? ???? (??????????? 1976). Unit of abundance = IndCountDec, Unit of biomass = NA",stations,,set NULL depth to zero and NULL biomass to the plus or minus figure from abundance also made abundance single figure - combine the two for original entries (FM) dates are from decades used midpoint - 1969 for the 1960s (1968-1969) and  1999 for the the 1990s (1998-1999) and 2010 for the the 2000s (2009-2010 and 2012),Sep-16,Density,NA,lat_long_year
454,Freshwater,Temperate,,,,,Temperate ponds,FALSE,Small lake ecosystems,Freshwater invertebrates,Damselflies,Damselfly abundance data from freshwater ponds around Cairngorms region,A,N,3,2014,2016,56.992348,-3.124364,6,200,94,522,1,0,38017.54741,Lesley Lancaster,Robert Nicholas Fitt,lesleylancaster@abdn.ac.uk,r01rnf13@abdn.ac.uk,CC-by,Data supplied directly,Data supplied directly,"Damselflies were collected intensively over a timed period from around a pond where each row in the dataset is a single pond sampled on a single day. The number of individuals of each species caught on that day at that site was then divided by the catching time in minutes thus yielding density estimates in units of (individual captured / minute) Unit of abundance = CountPerMinute, Unit of biomass = NA",captures per minute of sampling effort,,FM - changed Null values for Biomass and depth to zeroes.  Concatenated the sample_desc field from lat long day month and year.  Deleted all zero abundances,Sep-16,Density,NA,lat_long_day_month_year
455,Marine,Tropical,River run off human activities typhoons,,,,Reef slope and reef crest,TRUE,Tropical seas,Marine invertebrates,Sclereactinian corals,Dynamics of a coral reef community,A,Y,3,2003,2005,21.952506,120.769645,58,9,3,160,15 to 20 m,0,0.000173,Chao-yang Kuo,Tung-Yung Fan,chaoyang.kuo@my.jcu.edu.au,tyfan@nmmba.gov.tw,CC-by,None,Supplied by authors,"Three transects were established for surveys. Transects were aligned perpendicular to the isobaths and directly on the ramparts. Their length varied from 15 to 20 m depending on the rampart length. Transects were fixed and were used for periodic monitoring annually. Samples were taken using the photo-square method with an Olympus C-5050 underwater digital camera fixing on a tetrapod  frame. Sampling frames of 0.04 m2 (20 cm * 20 cm) in 2003 and 2004 and 0.125 m2 (35 cm * 35 cm) in 2005 were used. Coral species cover estimation of benthic categories was performed using CPCe (Coral Point Count with Excel extension) software developed at the National Coral Reef Institute (FL USA). Twenty and fifty random points were used to estimate percentage cover of benthic categories within  a frame sized 0.04 and 0.125 m2 respectively. Seventy 0.04 m2 frames and thirty 0.125 m2 frames were randomly chosen from each transect for estimation of coverage of benthic categories.  The photos were took by members from Prof. Fans labs then analysised by Konstantin S. Tkachenko. Chao-yang Kuo has the raw data passed from Konstantin. Unit of abundance = MeanCount, Unit of biomass = NA",Transects,,FM changed Null in biomass to zeroes and changed the depth from 5~10 to 7.5,Oct-16,MeanCount,NA,lat_long_plot_depth_day_month_year
456,Marine,Tropical,River run off human activities typhoons,,,,Reef slope and reef crest,TRUE,Tropical seas,Marine invertebrates,Sclereactinian corals,Dynamics of a coral reef community,A,Y,6,2003,2010,21.995017,120.7036,133,6,1,443,15 to 20 m,0,0.000004,Chao-yang Kuo,Chaolun Allen Chen,chaoyang.kuo@my.jcu.edu.au,acropora.chen@gmail.com,CC-by,None,Supplied by authors,"Three permanent belt transects were established along depth contours between 5 and10 m. Benthic organisms were quantified using 25*25-cm photo-quadrats (120 frames/ 30 m transect). The percent cover of coral species was determined using Coral Point Count with Excel Extensions (CPCe) with 30 random points per quadrat.The photos were took by lab members from Prof. Chen and Prof. Fans labs then analysised by Chao-yang Kuo Unit of abundance = MeanCount, Unit of biomass = NA",Transects,,FM changed Null in biomass to zeroes and changed the depth from 5~10 to 7.5,Oct-16,MeanCount,NA,lat_long_plot_depth_day_month_year
457,Marine,Tropical,River run off human activities typhoons,,,,Reef slope and reef crest,TRUE,Tropical coral,Marine invertebrates,Sclereactinian corals,Dynamics of a coral reef community,A,Y,8,2003,2014,21.944853,120.768636,226,35,8,2297,15 to 20 m,0,45.51099,Chao-yang Kuo,Chaolun Allen Chen,chaoyang.kuo@my.jcu.edu.au,acropora.chen@gmail.com,ODC-by,None,Supplied by authors,"Three permanent belt transects were established along depth contours between 5 and10 m. Benthic organisms were quantified using 25*25-cm photo-quadrats (120 frames/ 30 m transect). The percent cover of coral species was determined using Coral Point Count with Excel Extensions (CPCe) with 30 random points per quadrat.The photos were took by lab members from Prof. Chen and Prof. Fans labs then analysised by Chao-yang Kuo Unit of abundance = MeanCount, Unit of biomass = NA",Transects,,FM changed Null in biomass to zeroes and changed the depth from 5~10 to 7.5,Oct-16,MeanCount,NA,lat_long_plot_depth_day_month_year
458,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial invertebrates,beetles,Beetles from the Bavarian Forest,A,Y,4,2008,2011,49.580698,13.309649,179,176,44,4304,,0,660.56,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
459,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Birds,birds,Birds from the Bavarian Forest,A,Y,3,2010,2014,49.573557,13.309696,52,126,42,674,,0,668.137,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
460,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,fungi,Fungi from the Bavarian Forest,A,Y,5,2007,2011,49.581159,13.309793,110,181,38,1461,,0,653.998,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
461,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,lichen,Lichens (obj) from the Bavarian Forest,A,Y,5,2007,2011,49.581159,13.309793,26,188,38,1261,,0,653.9979858,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
462,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,lichen,Lichens (soil) from the Bavarian Forest,A,Y,5,2007,2011,49.581837,13.30981,7,43,20,60,,0,652.009,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
463,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,moss,Mosses (obj) from the Bavarian Forest,A,Y,5,2007,2011,49.581159,13.309793,34,188,38,1035,,0,653.9979858,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
464,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,moss,Mosses (soil) from the Bavarian Forest,A,Y,5,2007,2011,49.5819,13.309498,41,245,48,1429,,0,665.081,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
465,Terrestrial,Temperate,,,,,European forest,FALSE,Temperate broadleaf and mixed forests,Terrestrial plants,plants,Plants from the Bavarian Forest,A,Y,6,2007,2012,49.580698,13.309649,52,260,44,260,,0,660.56,Simon Thorn,Jorg Muller,simon@thornonline.de,Joerg.Mueller@npv-bw.bayern.de,CC-by,None,Data contributed by authors,"8 different species groups sampled on 44 plots over 3-6 years. this dataset was gathered by 3 people which are specialised in different groups.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM biomass and depth set to zeroes from NULLs,Oct-16,Count,NA,lat_long_plotID_year
466,Marine,Temperate,,,,,Temperate seas,FALSE,Temperate shelf and seas ecoregions,Fish,teleost fishes and elasmobranchs,Trawl Survey Data from Rockall Scotland (1986 - 2008),A,N,23,1986,2008,56.990544,-9.07255,94,1936,1401,27592,,5,733592.1,Francis Neat,,F.Neat@MARLAB.AC.UK,,CC-by,http://www.gov.scot/Topics/marine/science/Researchers/FrancisNeat,doi:10.5061/dryad.8908/1,"Data used in this study date back to 1986 and are derived from scientific otter trawl surveys undertaken by the Marine Laboratory (Aberdeen). Two different types of net were used over this period but the change was made simultaneously in both areas. From 1986 to 1997 a net known as the 48-ft Aberdeen trawl was used. This net had a vertical opening of approximately 3 m and a wing spread of 16 m. The cod-end contained a liner of 20-mm mesh 1 tonne trawl doors were used. The trawl duration was 60 min at a speed of between 3 and 4 knots over the ground. In 1998 the Grande Ouverture Verticale (GOV) trawl came into use. This is the ICES International Bottom Trawl Survey standard gear (ICES 2006). The GOV has a vertical opening between 4.5 and 5 m with a wing spread of around 20 m. The cod-end contains a liner of 20-mm mesh 1 tonne trawls doors are used. The trawl duration is 30 min at a speed of between 3 and 4 knots over the ground. Unit of abundance = IndCountInt, Unit of biomass = NA",Trawls,,,Nov-16,Count,NA,lat_long_year_depth
467,Marine,Temperate,,,,,Coastal lagoon,FALSE,Temperate shelf and seas ecoregions,Fish,fish,Spatial and temporal organisation of a coastal lagoon fish community,AB,Y,4,1987,1999,40.675834,-8.684562,72,36,9,819,,0,328.031913,Jose Eduardo Rebelo,,rebelo@ua.pt,,CC-by,None,Data provider contacted directly,"Fish were collected monthly between August 1987 and July 1988 at ten selected stations (Fig. 1) near the mouth of the lagoon (BAR GAF and SJA) at the extremities of the main channels (ARE CAR OVA and VAG) approximately in the middle of the longest channel (TOR) in the Laranjo zone (LAR) and in the main freshwater (highly organically enriched) zone (RIO). Diurnal samples were taken in triplicate at low spring tides with the chincha a traditionally used purse-seine-type net of the region (Nobre et al. 1915) and with 2.5 m fixed-frame-opening trawl in a 1.5-min tow. The area enclosed by the chincha was approximately 1500 m s at all stations except at VAG where it was 800 m s due to the narrow topographic configuration. Fishes were preserved by freezing. At the laboratory each specimen was identified according to the taxonomic keys of Whitehead et al. (1986) measured (total length) and weighed. The abundance biomass and species richness of the ichthyofauna were determined by sampling station. Fish were collected monthly from December 1996 to November 1997 at nine selected stations (Fig. 1) near the mouth of the lagoon (BAR GAF and SJA) at the edges of the main channels (ARE CAR and VAG) in the main freshwater area highly organically enriched (RIO) in the area showing the highest levels of industrial pollution (LAR) and approximately in the middle of the longest channel (TOR).  Samples were monthly taken in triplicate at low tide with a chincha a traditional beach-seine (Fig. 2). The area enclosed by the chincha was approximately 1000 m2 at all stations except at VAG where it was 800 m 2 due to a narrow topographic configuration. Stretched mesh sizes in the chincha were 19 mm at the wings 17 mm at the cod mouth 16 mm at the cod sleeve and 10 mm at the cod-end piece. Abiotic parameters (temperature and dissolved oxygen) were recorded with an oxygen meter (CONSORT Z621) salinity was recorded with a refractometer (ATAGO) and water transparency was estimated based on turbidity and Secchi depth according to Yanez-Arancibia et al. 1983 (in Rebelo 1992). Fishes were preserved by freezing. At the laboratory each specimen was identified according to the taxonomic keys of Bauchot and Pras (1987) and  Whitehead et al. (1986) measured (total length) and weighed (total weight). The abundance biomass and species richness of the ichthyofauna were determined by sampling station.  Fish were sampled monthly between November 1998 and November 2000 with a chincha a traditional beach-seine net. At each site and month three replicate samples were taken at low tide during the 5 days of the new moon at adjacent non-overlapping areas at nine sites. These sites strategically covered all the lagoon area and are designated as BAR GAF and SJA (near the mouth of the lagoon) ARE CAR and VAG (at the edges of the main channels) RIO (in the main freshwater area highly organically enriched) LAR (in the area showing the highest levels of industrial pollution) and TOR (approximately in the middle of the longest channel) (Fig. 1). The chincha gear used was almost rectangular in shape and composed by a central bag (a cod-end 295 cm of length and 145 cm of wide) two lateral wings (12 m of length each the width decreasing along the net reaching 50 cm at the edge and a central height of 1.5 m) two ropes (6.1 m each) and ?oating buoys at the top and ceramic weights at the bottom of the net. The end of the net was ?xed to the margin and the remainder was trawled in a semi-circle thus retaining within the cod-end all the ?sh from the area. The total area enclosed by the gear was estimated calculating the area of the semicircle of the lateral wings (93.6 m2) plus the area of the semi-circle of the cod-end (5.6 m2) plus the area of the rectangle formed by the two ropes (94.2 m2). The area of the whole net was approximately 193 m2 in each trawl. The net ef?ciency is estimated at 90percent based on continued observations of ?sh escaping above or behind the net. Fishes were preserved by freezing and they were identi?ed using taxonomic keys of Whitehead et al. (1986) and Bauchot and Pras (1987). The number of all specimens was recorded and the total length (accuracy 0.01 cm below) and biomass (wet weight accuracy 0.1 g) of ?sh were determined. The abundance biomass and species richness of the ichthyofauna were determined by sampling station. Fish were sampled monthly between November 1998 and November 2000 with a chincha a traditional beach-seine net. At each site and month three replicate samples were taken at low tide during the 5 days of the new moon at adjacent non-overlapping areas at nine sites. These sites strategically covered all the lagoon area and are designated as BAR GAF and SJA (near the mouth of the lagoon) ARE CAR and VAG (at the edges of the main channels) RIO (in the main freshwater area highly organically enriched) LAR (in the area showing the highest levels of industrial pollution) and TOR (approximately in the middle of the longest channel) (Fig. 1). The chincha gear used was almost rectangular in shape and composed by a central bag (a cod-end 295 cm of length and 145 cm of wide) two lateral wings (12 m of length each the width decreasing along the net reaching 50 cm at the edge and a central height of 1.5 m) two ropes (6.1 m each) and ?oating buoys at the top and ceramic weights at the bottom of the net. The end of the net was ?xed to the margin and the remainder was trawled in a semi-circle thus retaining within the cod-end all the ?sh from the area. The total area enclosed by the gear was estimated calculating the area of the semicircle of the lateral wings (93.6 m2) plus the area of the semi-circle of the cod-end (5.6 m2) plus the area of the rectangle formed by the two ropes (94.2 m2). The area of the whole net was approximately 193 m2 in each trawl. The net ef?ciency is estimated at 90percent based on continued observations of ?sh escaping above or behind the net. Fishes were preserved by freezing and they were identi?ed using taxonomic keys of Whitehead et al. (1986) and Bauchot and Pras (1987). The number of all specimens was recorded and the total length (accuracy 0.01 cm below) and biomass (wet weight accuracy 0.1 g) of ?sh were determined. The abundance biomass and species richness of the ichthyofauna were determined by sampling station. Unit of abundance = IndCountInt, Unit of biomass = Weight",Seine nets,,,Nov-16,Count,Weight,lat_long_yearRange_depth_plot
468,Marine,Temperate,,,,,Kelp forest,FALSE,Temperate shelf and seas ecoregions,Benthos,"benthos, kelp and algae",A multi-decade time series of kelp forest community structure at San Nicolas Island California.,A,Y,31,1980,2011,33.245427,-119.508753,151,3568,7,27700,,0,65.55521396,"Michael Kenner
",Tim Tinker,jestes@ucsc.edu,ttinker@usgs.gov,PDDL,http://esapubs.org/archive/ecol/E094/244/#data,Ecological Archives," San Nicolas Island is surrounded by broad areas of shallow subtidal habitat, characterized by dynamic kelp forest communities that undergo dramatic and abrupt shifts in community composition. Although these reefs are fished, the physical isolation of the island means that they receive less impact from human activities than most reefs in Southern California, making San Nicolas an ideal place to evaluate alternative theories about the dynamics of these communities. Here we present monitoring data from seven sampling stations surrounding the island, including data on fish, invertebrate and algal abundance. These data are unusual among subtidal monitoring datasets in that they combine relatively frequent sampling (twice per year) with an exceptionally long time series (since 1980). Other outstanding qualities of the dataset are the high taxonomic resolution captured and the monitoring of permanent quadrats and swaths where the history of the community structure at specific locations has been recorded through time. Finally, the data span a period that includes two of the strongest ENSO events on record, a major shift in the Pacific decadal oscillation and the reintroduction of sea otters to the island in 1987 after at least 150 years of absence. These events provide opportunities to evaluate the effects of bottom up forcing, top down control and physical disturbance on shallow rocky reef communities.do not include references in the abstract. Unit of abundance = DensitySqM, Unit of biomass = NA",Grabs,,Deleted records (962) for Sand and 3 for worm tube sand. Created Plot field from concatenation of Quadrat  Station and Period. Added zeroes for biomass NULL values.  Assigned species names from codes on website altered Macrocystis pyrifera >1m to Macrocystis pyrifera2 and Macrocystis pyrifera <1m to Macrocystis pyrifera1. Added latitude and longitudes from station identities as per website.,Nov-16,Density,NA,lat_long_day_month_year_depthElevation_plot
469,Marine,Temperate,,,,,Kelp forest,FALSE,Temperate shelf and seas ecoregions,Benthos,"benthos, kelp and algae",A multi-decade time series of kelp forest community structure at the California Channel Islands.,A,N,30,1982,2011,33.850818,-119.632225,38,595,33,10443,,0,5054.066472,David Kushner,Andrew Rassweiler,david_kushner@nps.gov,andrew.rassweiler@lifesci.ucsb.edu,CC-by,http://esapubs.org/archive/ecol/E094/245/,Ecological Archives," Studies of temperate rocky reef communities have added much to our understanding of ecology.  However, data on these reef communities can be difficult to obtain; wind, waves, and poor underwater visibility often prevent research diving, and even under the best conditions only a few hours a day can be spent underwater collecting data.  Here, we present data on temperate subtidal reef communities at 33 sites, almost half of which the National Park Service has sampled annually since 1982.   We present core data sets describing the population dynamics of 16 fish, 37 invertebrate, and 15 algal taxa.  We include supplementary data sets documenting the size structure of key species, the relative abundance of all fish, the recruitment of selected invertebrates, and the subtidal water temperature at each site through time.  Taken together, these data provide one of the most comprehensive descriptions of nearshore reef community dynamics ever assembled. Unit of abundance = DensitySqM, Unit of biomass = NA",Grabs,,"Assigned plot from the island name, site name  (37 sites in total)and marine reserve (inside I/S or outside O/S). Identified latitudes and longitudes using these sites from web site meta data.  Assigned species from codes on website meta data. Deleted zero and NA densities. Dictyoneuropsis reticulata and Agarum fimbriatum could both be either species according to codes. Gave biomass zero values for NULLS.",Nov-16,Density,NA,lat_long_day_month_year_depthElevation_plot
471,Terrestrial,Temperate,,,,,Desert Wildlife Refuge,TRUE,Deserts and xeric shrublands,Terrestrial plants,grasses,Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,A,Y,10,2004,2013,34.35,-106.88,162,7600,1,37979,,0,1,Esteban Muldavin,Scott Collins,muldavin@sevilleta.unm.edu,scollins@sevilleta.unm.edu,CC-by,http://sev.lternet.edu/data/sev-166,LTER Sevilleta,"Disturbance from fire can affect the abundance and distribution of shrubs and grasses in arid ecosystems. In particular, fire may increase grass and forb production while hindering shrub encroachment. Therefore, prescribed fires are a common management tool for maintaining grassland habitats in the southwest. However, Bouteloua eriopoda (black grama), a dominant species in Chihuahuan Desert grassland, is highly susceptible to fire resulting in death followed by slow recovery rates. A prescribed fire on the Sevilleta National Wildlife refuge in central New Mexico in 2003 provided the opportunity to study the effects of infrequent fires on vegetation in this region. This study was conducted along a transition zone where creosote bushes (Larrea tridentata) are encroaching on a black grama grassland. Before and after the fire, above ground plant productivity and composition were monitored from 2003 to present. Following the prescribed fire, there were fewer individual grass clumps and less above ground grass cover in burned areas compared to unburned areas. This decrease in productivity was primarily from a loss of B. eriopoda. Specifically, B. eriopoda density and cover were significantly lower following the fire with a slow recovery rate in the five years following the fire. Other grasses showed no such adverse response to burning.
Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,,Nov-16,Count,NA,lat_long_year_quad_plot
473,Terrestrial,Temperate,,,,,Northern mixed prairie,FALSE,"Temperate grasslands, savannas and shrublands",Terrestrial plants,grasses,Fourteen years of mapped permanent quadrats in a northern mixed prairie,A,Y,14,1932,1945,46.316667,-105.8,95,504,1,2350,,0,1,Peter Adler,,peter.adler@usu.edu,,PDDL,http://esapubs.org/archive/ecol/E092/143/metadata.htm,Ecological Archives,"This historical data set consists of 44 permanent 1-m2 quadrats located on northern mixed prairie in Miles City, Montana, USA. Individual plants in these quadrats were identified and mapped annually from 1932 through 1945. Quadrats were located in six pastures assigned to cattle grazing treatments with light, moderate, and heavy stocking rates of 1.24, 0.92, and 0.76 ha/ animal-unit-month (two pastures in each). These data provide unique opportunities to test the interactive effects of grazing and climate variables on demographic rates, plant�plant interactions, and population and community dynamics. We provide the following data and data formats: (1) the digitized maps in shapefile format; (2) a tabular version of the entire data set (a table that replaces the full spatial data with one x,y coordinate for each individual perennial plant record); (3) grazing treatment information; (4) an inventory of the years each quadrat was sampled; (5) a species list, containing information on plant growth forms and shapefile geometry type (e.g., points or polygons); (6) a record of changes in species names; (7) daily precipitation and temperature records; and (8) counts of annual plants in the quadrats (annuals were counted, not mapped, by the original mappers).Experimental or sampling design
a. Design characteristics: 44 permanent quadrats were located in 6 different pasture units.
b. Permanent plots: We have not been able to relocate the original quadrats because of a lack of permanent markers.
c. Data collection: Quadrats were mapped annually from 1932 to 1945, with some exceptions (see the quadrat sampling schedule data file in IV). Quadrats were mapped in the late spring-early summer growing season each year (generally between late May and July).
Research Methods 
a. Field / laboratory: The data were collected in the field using pantographs (Hill 1920), a mechanical device used to make scale drawings. The original paper maps were first scanned and then stored as TIFF image files. These images were then converted into shapefiles by heads-up digitization in ArcGIS. For a complete digitization protocol, contact Peter Adler. Daily climate data were obtained from the Miles City airport, Wiley Field (800 m a.s.l., 46�26�N, 105�53�W) located 9 km north of the study site. For the period beginning in 1933, these data are available on-line from the National Climate Data Center at www4.ncdc.noaa.gov/cgi-win/wwcgi.dll?wwDI~StnSrch~StnID~20012408.
b. Instrumentation: Pantographs, scanners, and computers running ArcGIS, Python, and R.
c. Taxonomy and systematics: Originally assigned plant names were corrected for synonyms based on the USDA Plants Database (http://plants.usda.gov/). We recorded these name changes in the species_name_changes.csv file.
d. Permit history: N/A
e. Legal/organizational requirements: N/A  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,,Nov-16,Count,NA,lat_long_year_plotID
475,Terrestrial,Temperate,,,,,Boreal forest,FALSE,Boreal forests/Taiga,Birds,breeding birds,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,A,N,12,1960,1972,63.41667,10.5,34,12,1,327,,0,10,Olav Hogstad,,olav.hogstad@ntnu.no,,PDDL,http://www.sekj.org/PDF/anzf30/anz30-043-054.pdf,Annales Zoologici Fennici," The density of the bird community was estimated by the territory mapping method mainly in accordance with the international recommendations (Anon 1970).  The position of the individual singing males were plotted on a gridded census map and great care was taken in mapping simultaneously singing neighbours.  In addition, other territorial behaviour such as courtship feeding, nest building behaviour and copulation was used to delimit the individual territories.  Considerable time was spent in searching for nests.  Mapping of colourringed individuals was also used to determine the number of territories involved.  Each year 13 - 20 census visits were made of which about two thirds took place during the mornings.  Each visit lasted about 5 to 5.5 hours and was started alternatively from the eastern and western parts of the area.  the census work was coarried out from the last week of May to the end of June.  Data were analysed using Mann-Whitney U-tests Spearman rank correlation (rn where the subscript n denotes df).  All tests were two tailed.
Unit of abundance = IndCountInt, Unit of biomass = NA",Transects,,,Nov-16,Count,NA,lat_long_day_month_year_station_period_quadrat
476,Terrestrial,Tropical,,,,,Experimental forest,TRUE,Tropical and subtropical moist broadleaf forests,Terrestrial invertebrates,Bromeliads,Bromeliad invertebrate counts at different elevations in the Luquillo Experimental Forest,A,Y,4,1993,1997,18.3,-65.8,304,210,1,3268,,0,1,Barbara A. Richardson,,mjrichardson@clara.net,,CC-by,http://luq.lternet.edu/data/luqmetadata131,LTER Luquillo,"Plants to be collected were measured and removed from the substrate. For the main data set [1993-1997] 20 plants were sampled on most occasions from each site at each sampling. To assess any change over a period of time 10 plants were sampled from the same areas in 2010.For 2010. Retained water and litter was collected and measured. Plants were dismantled in the laboratory and all animals from plants, water, and retained litter were recovered and preserved, and subsequently counted and identified. For details see Richardson, B.A. 1999. The bromeliad microcosm and the assessment of faunal diversity in a neotropical forest. Biotropica 31:321-336.
Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,,Nov-16,Count,NA,lat_long_yearRange_depth_plot
